#{"t_start": 1744462279.9696674, "env_id": "LunarLander-v2"}
r,l,t
87.37743,1000,966.905959
199.832445,435,967.668959
-71.389365,375,970.283615
136.950713,536,971.220417
179.514314,545,972.217119
213.215693,409,973.20908
162.007813,721,976.394861
214.854083,423,977.146959
-31.426162,308,977.700283
135.380745,498,978.584806
-54.63467,250,979.063324
116.960742,785,982.471983
170.532636,461,983.208844
-76.333605,434,983.993534
195.021845,431,984.732405
201.510292,445,987.492969
165.306082,439,988.271849
-64.710582,222,988.808252
171.431051,583,989.929036
183.463815,761,993.172577
195.709094,433,993.954904
215.645264,483,994.852583
128.043955,739,996.181348
-55.928718,215,996.688029
-28.194003,297,999.110034
-58.438717,267,999.625973
-157.992449,621,1000.708146
-74.160664,372,1001.380077
-75.754075,175,1001.691379
166.134577,422,1004.498832
221.567893,431,1005.452181
167.577232,395,1006.148698
-75.29293,167,1006.446756
171.741444,462,1007.271972
124.163395,673,1010.49383
-79.596517,251,1010.938904
-174.017152,773,1012.325976
186.475149,469,1013.383888
17.497396,1000,1016.954194
191.096584,427,1017.720607
-60.680247,259,1018.220088
106.901586,649,1019.364004
-88.078813,156,1019.643608
-90.134159,296,1022.233106
253.039743,524,1023.099757
-66.495782,209,1023.44583
171.516687,432,1024.188901
-57.182696,316,1024.740389
204.39547,755,1028.069099
192.023458,430,1029.00153
149.877278,585,1030.041084
176.829424,398,1030.708798
-185.148725,390,1033.299396
-151.565549,751,1034.615606
161.403829,426,1035.385672
-128.282727,446,1036.206149
-46.725742,313,1038.784559
-75.155188,166,1039.074975
168.950457,450,1039.900465
-74.25371,254,1040.376184
228.040803,464,1041.278631
-65.694715,211,1041.665908
-56.261019,246,1042.10292
-84.354575,472,1045.003727
178.319284,461,1045.819205
179.082574,514,1046.70376
-100.616848,404,1047.390515
-103.866605,327,1047.967229
-116.705576,338,1050.42368
-84.53463,205,1050.798365
165.315734,481,1051.674491
-63.53797,415,1052.47102
-47.888096,359,1053.300904
-67.222645,227,1053.678605
-88.399328,142,1055.708577
-88.075471,353,1056.322877
-69.936949,184,1056.680053
91.617106,671,1057.868192
-86.643815,239,1058.296525
208.851468,510,1061.30948
-67.685106,185,1061.617157
-60.081034,161,1061.915836
176.472217,653,1062.974384
69.593492,1000,1064.637331
-51.451629,477,1067.462007
-134.375126,499,1068.389363
-45.293548,284,1069.059795
-172.814677,400,1069.777405
214.494545,412,1070.473764
-75.796559,292,1072.978423
-74.657865,325,1073.573613
134.921462,659,1074.767913
-114.303188,439,1075.569477
85.955557,1000,1079.403199
98.919072,706,1080.655483
-66.521543,212,1081.012986
-53.335207,174,1081.302293
47.906054,1000,1085.217632
-66.385724,152,1085.474457
-76.591471,239,1085.886584
183.060814,432,1086.627732
-74.94567,190,1086.960412
205.226475,629,1089.964087
183.09282,464,1090.757331
-72.894681,361,1091.393894
